activityId,athleteId,source,sportType,name,startTime,distanceKm,elapsedSec,movingSec,ascentM,avgHr,maxHr,hasTimeseries,polyline,rawJsonPath
14357082189,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,Evening Ride,2025-05-02T18:40:20Z,8.6119,5991,1721,65.0,119.9,137.0,True,{_wrGwlfb@eApG{@zEa@lB{@jFu@vD]rBMJG?OKm@qAgAwCIKc@Y}@QkBGkGOUC{@YC@o@Ae@IcACa@U{C}BOSCKUO_@Om@_@SGa@?{AHyAPwDV_@IEGQGMDKPIByE^_AJoAFaA@IBm@Bw@`@s@`A{@d@{@jBQNU?_@Iu@HwBPkADSDmBJ{@JaEZ[Ac@Ea@HGL@RxA~Dj@hBLl@XdBZ|Bp@dK?b@KzD[xF_@zCUvA_@rBg@zAuBzEGb@Ad@CpB@d@HjAJb@N^n@t@n@@zAxAEF}@o@MEsAtA[b@WHOYKIABRd@h@d@jAn@JBPJJZLx@Cd@ENe@t@i@p@ANk@|@Yp@GF?AKBED@l@JpAGf@QV?HOl@CPCDWP?ES]rAkAHg@CaAKy@?GFIPGTi@r@eAp@mAf@i@BOB[Iw@Mc@KIs@[i@[m@i@SYAIFGPb@FBBAXUj@y@`@c@XMhCvAtBz@p@RrDx@fC\nCh@t@TvClAp@JR@lA\n@XPPj@R~AbAx@^fAFhCcAj@e@V]HuBRsChC}Sd@_DFo@HO?]Lc@NJv@VDATe@JAJMLWVZ^Fl@l@HTFz@L^DBdBKb@DfBn@lCjA`@HHMTiAnC{P`DaQlBgLf@aCdAgGfA_G^gCxBqLRoAd@_C`@gC,raw/strava/14357082189.json
14364040304,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,Le traquenard,2025-05-03T09:58:50Z,62.787099999999995,15619,11132,992.0,139.8,186.0,True,uwvrG{hgb@h@UdCfG`DvMpDtEtMjShFnAtNZjIrDnHjGbIhJ|I`HvA~B|Bv@bI~HbGnH|KtVvNtUt@rFrAtCnB~DhP{GxFbMrCd@nDhMxF`H~ExJhDbMhEjUpAbLPbUoDlI`DhRtDrK~M`SlE`PjJvLtDnBtAdDbYoWpSma@vQoNpEmAxGCtOeEzLeNjG}A~CFgLa[{LwRuDq\rHiUvQy[tA{YiDaHr@yQm@u@{DG~FXxC_PxE_SsDgItA{Fk@sC^aEw@kELoRk@_FdDiNg@gH_CcL[qJb@eC~@y@`Eq[eD_ZiQaa@iJ}PqDsBgKuB{Vm^q_@it@y@cG|@cGkDyAePqSgIeI@iAyCu@wMaMg@{AwFuDyP}EaJrEmGJcFvAgEzEmEzKoBlAeGE_KkGuEdAqLxOuE`L}GxK{EvGcFvDqFhPqIjb@e@~DHtKeDfMLdLa@vDoDxGqI|AoBbCc@hDr@pLsF|QyDdDiLzAsKg@uF`BiLiBEz@qCjAqDvD}D~HmCxKX|Nm@lKuC~UyJlr@aCY{HqF{LXwOxAmDjCaAxBaKv@Nz@|AbA}FwBeGf@pDdMnAlPgA`RyAzG{BhFPtIrItF`O|C|MbFbFnF`BvIUtU{AfIyChH{EhC}EVgZoEsINaJdEwJtQ`@xJxChG~EnCjM|BLmAd@GkA`JpF~ExHpN`Fz]d@rWaBxBoSx@Q_@zBgBkLh@sPcCc^hOyDt@uDgBcCbFyI^Dm@dDcBbD{DqKtAeJ_@mBkAcEa@yP}T_BGwIlCiAY}AkDCkGoAmCwGuAmKFoN{D{EzBgAHoJk@eCyAcVk@Lb@Om@aHwAwEiCBgEc@qA}AdCaEt@aB_BgCRwIkD{Ax@cCoAwD~CwCi@wAyAkC?mBuA|AnDlH~GjCbEpCx@iLjJuRdDaCeCkCwIKsBkAKa@hI}B`FF|HaAa@a@kH^sDm@a@gC`H{CfEm@lDqEbElBl@x@dGoBzE|@fE{@dJgCnEwN~FUvAx@`Kk@lCaCxFoBw@{@DSvEdBnC|N~EjBnBjCdMGpDy@zDVnAbIu@xBsDpBc@CoBwAsAdADnAbBn@zCbDvChBZiCmCw@oC|AnBdDnAfApDnFX}AjBhCP|C`G`DfKFzFbAtCxEjBrHv@jHzGbE~Af@APiBdNgDzh@tCzI{@|BcCbGaD`MgD|D|AfJfAnF|Bh@fC|B|Cd_@a\fIcUvSaV|FcMzGmHzaA}]tOiVxD}IlBmMF}J`f@yj@xCuU_Q{k@q@}EbB}BlCeAbCqLJgDjFwZxf@mpC,raw/strava/14364040304.json
14375022600,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,RockClimbing,Lunch Rock Climb,2025-05-04T12:47:16Z,,7222,7222,0.0,112.2,153.0,True,,raw/strava/14375022600.json
14388179928,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,TrailRun,Trail nocturne,2025-05-05T20:52:53Z,8.0502,3375,3356,383.0,165.0,191.0,True,awvrGoqgb@_@wAOy@[qBOcBCwBBOAeAHuCAiBQgAM_@q@uCSmAKc@OyAIoFI_AEyCGaA?m@JqBCcBMkAKc@@QNh@B`@ALDJFFDIAk@BOFEHDPl@TnAN`@@VDPN\Jt@C@?BLZFJJf@HN@JPf@?\Hb@FL@LLPF`ALBFSEkCBQ?YDO?_@@IHOBF?b@Bb@^hADV?LLTBJBZAXJ^HT@LDDHGC[DU?KDIBJCBLPNj@AFF^AXDVHD@EBQAMCEFWDIJ?JRDT\r@D`@AXQx@@JPXXVN^Hx@H^LTPRl@LXp@LNJDNRPJX`@j@h@FPJDLVR~@DJJ@JY?OKUCMWs@A[BDTb@t@vBPz@L`AFTHFFM\cAT[NOPE\WNE\QXIf@_@j@s@XSZQb@I^OHOH_@?kA@MFGFCRPd@o@?GFSJUD_@Pm@N[^g@l@_@f@Ub@k@DSd@_AV]n@o@^WRGh@KNDrBUl@OXAh@QnAGb@SdAI\K\MJMPCNKN@XML?FC`@GFI`@Sb@OHILCDIn@UVCPIt@OTMDIFGZIh@a@JOHEDKjA]N@TJb@^Ln@Tp@?HJTJz@Aj@O`B?j@B|@e@pBO~@q@zC@BF?FOx@oCd@{@Xy@DC|B|@NT^xAXz@@RA^ETo@bBQPERBFHFXGVHNXF^@NO`BSdAIxAOzAK`@Eh@Mv@Cf@UjACx@Hl@B|@Pn@BPi@zAId@GHYTI@u@FWEGE_@i@Qm@KQSS_@o@IUEq@Ou@GOGEGDKNId@QNq@RkAb@Y`@Sj@Ud@ONQHg@J[@[HOJo@JsAJuC@w@Oo@Ba@He@XYXMBWYS_@Oy@U_@MMc@Mm@YOMOU_Ao@e@o@K]_@c@c@_AYu@]sAISYsACAGUAQBy@EUII[IMKI_@Yw@QY]_@OKMC[@eAXa@`@e@n@KDa@^s@Xg@`@g@LKLU`@Wx@G?KSI@GICHGEBTEKGAC??LC@KO?PCBCA?HE@IMCD@FAHCGKKGB?PLj@JVBRBdB?b@Bl@EVBVAJEBG@OMALMEEJC?OSI?g@f@_@|AC^CDAj@EPE^@JGf@?r@Ch@@ZVvAPj@\n@Fj@FRTd@r@~@Zv@DTA@QSQKY?o@Qc@g@OIw@w@ICG@ADIZIh@GLML,raw/strava/14388179928.json
14392295931,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,WeightTraining,Morning Weight Training,2025-05-06T10:13:52Z,,2262,2262,0.0,98.5,138.0,True,,raw/strava/14392295931.json
14396720113,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Soccer,Afternoon Football (Soccer),2025-05-06T17:29:47Z,8.2189,6215,5458,8.6,155.2,196.0,True,,raw/strava/14396720113.json
14398528241,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,Night Ride,2025-05-06T21:26:22Z,5.856,1351,1298,22.0,143.5,163.0,True,edwrG{{eb@s@rDI|@s@zDy@~DEDEn@]pBc@~Cc@zBoBlLy@`Eu@pEc@rBuA`I]fBW`BuD~S]`CaBlIiC|OwAfHu@zE}@bF]~A_@pA_BrJCjAO\UFO@QF_CfBMVI^E~@CTThAzA`Ft@pB`@bBL\D^F^lAzD~@hDt@jBbA`DdBfGJn@Bd@GxBo@pEeApIUv@aElEi@r@w@x@oA|Ae@`@c@l@yCfDuAbBQFSCUs@Uc@Ik@WkA[KKBQ\GB@FDGCFA^Yp@OR@JF@HFAFc@Io@@JF^FJKF[`@y@B[DSA?PMNWAm@Im@Qm@k@eA_@a@CIu@{@i@IQd@Cv@?rABx@C`AEz@KPAh@Wd@]^a@^q@TO?{@Ri@BI_@g@mDw@gFy@kGa@_CFQDCfAOVDPE,raw/strava/14398528241.json
14407914943,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Run,Sortie EF,2025-05-07T19:14:55Z,8.7523,3082,2925,38.0,147.8,178.0,True,}nyrG_aeb@Bx@A~ADlBH|A?`@Fj@BfDJnB@nAJ`DAXS\GRCZ@d@Ht@?VNbADv@GXMNk@d@S\KXFnBBNH|DEl@BlAEx@K`@a@l@Ud@o@r@EN@TF^?N_@hACNBRBLLPDRJRhEdEf@Vl@T`@\f@PRN^Fn@\XPhA~@^^p@jARPr@rAf@rBP`BDhBAt@DPBzA@fCAfA@TKtDK|AG^?`@W`AO~@On@ATMl@E^e@fAy@`COVQ`@a@h@KBe@\_@PGHKp@@h@B^o@pDOX]Pi@r@W~@Gv@@NJn@?l@Ej@MZ?NB\Z|ADBL\CNSb@OVQf@Ed@Xv@@PDL\|@@Xe@^c@NWPW^[h@IFE@CBUFSPCJBPALSIW|@Kx@YtASr@QXGP_AvAm@xBAb@Hn@ADQVDAHDf@l@JFBHER?VMVATLTXJJJRNL@FCHBxBc@B[Ii@?e@O{@KYi@g@SVGRMTORM?KGMOMYmA{@GO?GH_@FKTs@Rw@p@cARu@Re@DEXgAJy@RaAL_@AEUMu@Iw@Sq@Me@Ug@a@S]_@gAKQE[]YS_@c@o@KIm@WQOCM?MXwAJKP@DBXF`@PJHPFJ@`@IN?HCLMFSX}Bb@}Dl@wD\cDNm@DYDMJAv@Np@HtAA^?b@G`@MTEx@c@LGZS`@UhA}@@CBOVe@^y@bAgDl@eCf@aDPuAH_APkDAcAAE@q@Aw@FcAGk@?s@E{@@k@Ao@CEEc@K]CWI[McAMe@_@q@ECi@s@k@iAQOo@q@UQEGQGWOi@SIIm@Wu@Sg@[m@OEEUC[OSGKEg@O]U_@MYGaBUe@M[CQGy@IWMs@CSKWCUMg@GSMw@QMMOIE?g@[QCk@SMK_@QKCWOo@k@c@Qw@{@]w@I_@GuA?_BDq@@q@x@qBJ]LSDMJMZs@DIZgAf@oCH_APeA@e@Ls@@]L{@@mAHuAB{AFaACqAMqAKuCEc@Ai@SgBMo@A[GYCWOi@Ea@KSIa@u@gBOm@MQUe@?GLQASe@kAGGCK@CNCP^TRRBVHX?r@Gf@C|@M^@BCZGf@C`@Eb@@~@CRIXERIVEDGn@Ih@@JB\?VF^@HAJOz@eBPGpBTr@T,raw/strava/14407914943.json
14438190232,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Hike,La magnifique sortie aux C(ph)inc terres,2025-05-10T15:02:16Z,10.9922,14696,9931,651.0,114.8,177.0,True,}wjlGizbz@v@oBh@_A`@qBIuADc@IaA^{DZm@Hi@n@}@PyATMp@eCj@u@bA_C^g@JSAORIIW|@@^UU{@FeA\gAB[j@a@Vy@IuAPiCLKN{@Xe@n@mDG{AEKWJAKDiAt@kCa@e@@sDnAgCTsALOJg@O_Bg@e@k@_@Q[@So@UKk@j@mAj@o@Rk@h@g@x@_Cl@g@x@Gf@e@pBmAv@@lBa@hBF`Au@Vo@hBk@?ND_@JKL}@~@_@`@m@?UIMFc@MOi@G?a@r@e@lAcA`@RQK?Mf@o@j@[l@iAb@UBuA^c@r@z@ZD^Zp@@h@r@ZlAp@\d@AGAZuA`A}ARRnAFBRYj@Oq@FLGFTBh@a@d@d@HbAG`BlAF?RRGAF]LDj@LFEHQ@EJDQQo@SFFREDr@TXvANJ?VU^GGPSIk@[YSq@UALEIJf@s@Yd@X[mAwDGgAe@k@`@o@Vy@Bq@M{@qBmAm@u@c@cAnA|Bt@`@?Pg@r@M?K^sAUUOK[e@Yo@^a@La@Mg@cA_@Xk@KYJQO]e@b@Ks@c@HEo@iAe@eBcA_Bg@wBg@Uc@a@Fu@a@eAaBq@]_@k@wA_A{AOcBdA~@jAXnAIh@Wb@y@KGFAKoAr@mBCEVaA\s@R{ANYr@WLo@jAaBA_Ao@{CSsBPyBO}AUu@c@]_CeGy@[m@q@vC@XsA\j@^jAZ^rAn@pBb@|BxAvAD@X^@@f@NBFc@^Ld@@fAWPWN}@LkCTuBIwAHk@A_@PaACgAbBP`BS~CiAdAJhDq@n@U\m@R}@f@i@d@oDH?D]JBF}@j@eDh@?~@s@t@sARiBbBZ|Aa@dALpAK\aAjA}@zAQ~D}BJOCc@Ys@Ro@BYIEPu@eATuAEXe@?LCEUXvAHn@oA^]Z^VjAjAvAPj@J`ATl@nA`@Fb@CIEJO|AGbIvAr@\AJ`@`@j@LpAJNv@HnBSr@mBQQLiAQg@Sc@F@CI?NNYLCn@Nf@\zAnCYv@d@Gb@|Ea@DNBSGU^eAl@[h@GlCPfACHa@@Uq@SSKq@m@]L[CIa@b@PZQ]N_@Z??JOJ@Jf@XFr@j@hA`@B,raw/strava/14438190232.json
14453764458,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,WeightTraining,Morning Weight Training,2025-05-12T10:10:18Z,,1994,1994,0.0,81.0,115.0,True,,raw/strava/14453764458.json
14463621310,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,Morning Ride,2025-05-13T08:37:10Z,7.4668,1106,1106,42.0,135.5,176.0,True,qhwrGgkeb@SlAOJSGWe@q@{Ao@aBi@k@WKYGkAIyDEg@M[DQ?_AEi@Q_@GI?eBQS@WC{AeA_Aw@a@a@KUwBaA}@?oHl@u@?WSS@KJ[Na@DwDVqBPQFQCW?gBDYRSd@]b@_Aj@y@dBSVKB]KIAYH_BNiA@uAN_A?KCKH_@DoG^WG_BkCi@iBkAaDc@qAcAyAUKI@GHoA~B_AnBQBGGa@_B]i@WUmBwAi@e@SUcAyAQ_@mAiD_AmDIg@M_AG}@E{@@{@DsCHeBZ{DFaC?aCTaCVcBTs@h@sADS@e@UkA_@_BKMgCoAsAe@[GMA_ARYOIMCc@FkARiBG[GGGCy@ESG_@UWWg@_A{@mCY_Bu@qGMu@?QFMDc@QaAAu@NsEEcBQ_@UUY?YBUQI_@mB_PBSFMJGd@Kp@a@p@cATeA?y@Cc@Qq@O][g@UOgBg@k@SYWk@_Ak@qCs@kFWw@cA}FcAcEa@wFIcBIK_@AUOcCwJa@wA{BsHyAoEk@wAUAq@^ILcA|@_AdAWN[?KEIGO[Y}@GMUUKGYCKDqCvCsDhD}AdASVeApB[f@a@t@[`@]X]Ra@NSLqAxASNa@Hc@?IEEKYgBKgANwBXcC,raw/strava/14463621310.json
14469476673,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,4 seigneurs court,2025-05-13T18:34:30Z,22.901799999999998,4563,4490,605.0,148.1,200.0,True,owvrGshgb@@_CTmBmAoGYmDJeH?qCHBVrDdB~Bn@vAf@~Ah@jDzAnC`B`HzD`HhAzAlBzDfGrE|AAh@Nh@jA~B|BRU?a@[y@BaA_@{@]_Dg@}@uAm@Cm@VIrAj@~CdChA~AlDbDj@B?k@kDiEiCaEiAaCoAaAa@gA}AmA]m@yAuGgD_K_@}CPyAbB{Ax@a@nBoBrAQl@^jAzBd@VjCw@~AJdCt@nAxAzB\bBrBdCnBXHj@k@ZCPZLlANNb@Ij@k@tAS`A}@tAeHhBg@lAeCb@iCYiB@{@jBeIz@oGv@oAr@k@\El@Vn@|BJj@EhCp@fBn@dDh@z@n@f@lARNPQzC`@vBD`Ae@`FIfCz@nFnBzDxAtAj@xA^b@pCvAjCjBlAdBjAbAbEH`Bz@`CDjC_@z@m@n@iAdBiGhAq@|@_Av@kBBy@YmDAeEUuCN}@pDkBdEB~@g@vAsAN]?[Ey@y@eCYsBi@kBwBsC}@sB}B_EeCaJu@yEe@[cDRmC}BGYJwAG]iCeDn@uDb@cAxBcC~CsC~CkBVDHZCZwAnFE|@LXVHpCkAnGqOrBoH`@q@\D@Xc@jGYjBBRXF^SrC}DRBFVa@pGw@`DLn@r@ChAi@|A{Cp@\n@D~CwAjAu@hA}Ab@cBb@mDj@wBLyAGwAi@iEu@eDBaDYsCR}@~@y@Xk@DiAU}CL]V@j@iETm@sFmOiEiIgHaKyAaDMiEWw@o@_Ak@iCM}FIIkBLGWLcBf@c@~Bg@tDv@z@G^W`BsC^aAGq@u@m@}@QG_@~Ao@jAyAh@}AlByMrAsAAs@q@wAMy@@o@^iB~@qCpBiBx@aBjAqArEwBbBUnAT|FtCXUCUo@u@@_@TEd@j@n@hCfAjAz@MhAcC\ORDvDxDh@VJQoDaDgAyB_AJyDeDkPaF{EjB{CnBeHPyDlAkDdDmA`CiCpH{@`AeAh@{AXsCOwAe@kG}EoA]sADqAh@gAhAqFdHgDhFoE`LcFhIeEdGyA~AiDrBy@tAy@`CsD`Mu@rGcEvOsAhISdBAhARrDCzCW~AwB~Fa@~BCdCZjDBtB]~CaAvCmB|BuAt@iEZu@Ts@h@_AzAUfAGpB@v@l@~DFlBMnBkD~KkAlCoBvBw@`@qKtAsBFoIi@oEdBeEkA}AMgDp@wBjAZrDCjF\pPt@|C`AvEJtAIzEDpFbBlJCn@_@d@BlB,raw/strava/14469476673.json
14474795216,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,Morning Ride,2025-05-14T08:34:07Z,7.5995,1159,1159,36.0,126.6,145.0,True,yewrGsueb@C\KX}AbJOJOIGIiBiEg@q@UOe@MsBMu@CiCCcBIw@UgAGe@I_AAi@]_CiBw@{@GESCg@_@c@OmABoALeF^a@C[YMB]^]DyG`@c@H}ABw@Dy@t@a@h@aAl@QV]v@Wd@IDIA[KmANw@F}@BmCRSDyHb@SIGIk@u@s@mAqCqI_AwAUSOAKLgBfDe@`AOFMIs@yBSUkCqBs@s@kAgBq@mBaAyCo@uCQcCA_BBsBN{CVyCFoB?sCJ{APuAPaAv@wBJa@?e@k@{CEOUUsAq@sAk@kA[_AR[GQWGO@a@NmBAOJ]BOAMIQkAEIEKEa@_@u@oAi@yAi@}BcAqIAOJ[Da@WgA?QPiHEe@M]QUWIo@?OUqBoPF]xAm@d@i@Vg@Lo@Fo@A_@OmAc@_AQS_@OsAa@_Ae@q@cA]yA_@}Bi@{Dc@uAeAwGi@}ACQe@uF@oACSGOIEa@AUQkAeFm@yB{CgKuBqGUk@SKw@^_@b@cC~BMBWCOSOYY}@QWWMWCIBk@p@kDhDk@b@y@x@aBjAe@l@u@|AoAtBSTi@^m@Vi@`@m@r@[XUJU@c@AKS]qBEe@AQDe@l@sF,raw/strava/14474795216.json
14511853016,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,TrailRun,Trail du soir,2025-05-17T20:31:01Z,7.8612,3456,3409,384.0,160.2,192.0,True,qwvrGaigb@Fi@EeADc@He@Bo@SsACE_A_FKmAC_@HyBEmCF{BCw@]yBWiASq@SiAK[UyAGwFKcACmAAoCD{AAiCE}@QkABQN\@v@FP@A?SD[HOJ?@@?DPf@@JV~@F^Ph@B\P|@N`@@Vd@hALfARh@BJJ`AB?BK?WBM?QAK@{BFa@FYDHAZ@PFXf@pAP`A@f@Jj@HLDLDB@IEU?_@FKd@lA?FFR?b@FXB?DUHSBSBALJTj@Lp@Ar@G^@TR\LJNPNZBTAh@FZX^JD^F`@h@NZt@h@VZNJTZf@|@HVJb@BBIQIgAIg@?S@CBBVf@r@nBJh@Fr@Fb@FPFDB?FG`@gA`@Yb@e@x@e@JCh@WRWXe@`@c@LCVMl@KLEBEFMBUDoAJOPDDHDCHSPQV{ARk@N[\a@bAm@h@m@LEZ}@j@y@lAeAVMPAt@QnAAFCRA`@Q^@`@IR@NET@ZCHELCJIVIZAz@KZOHMb@[DBXGX?@CLBHCPIFINELGFId@YZKLA\QN@RE@@`@KJKTIx@e@RSXQFKD?NOTOVCL@b@RXPBJCZDC@@j@zAFRD`AEt@Kp@Ap@Bt@K|@Or@DILBNIRELQn@V`@JHFPDZXL^R~@Zx@Ah@EZWz@W\Sv@BND@TIPALFJJFZ@n@g@fEKhBMr@Ol@MpAUpAAT@|@Ff@AZ@d@Rt@?Lc@bASr@GJSRKD{@Bo@[OU_@{@UUQ]K_@OiAOm@EKIEC@IPC^EP[Rc@DIFi@Lm@j@k@jAOROH_@HMDM@a@Pu@Pw@HU?_@Bg@Ak@?_@FY?WEc@?]EY?e@NQH]^S?IGU]a@eAYg@oAm@}@y@QIUO]e@Wi@[_@k@{AKS]wAYw@EUCg@GUCs@Ee@CIMGMCIEKQQe@S]?GW_@]_@QE]@s@NQHUP_@h@]XMHI?]ROFi@b@SHS@EBa@l@Sr@IPIBECIOECABEGAFIA@TOG?HIKEACB@LECAJOKETEGKCAVDZFDHR?J?hAFn@?xBCJC@Y@ODa@MIFEN[T]pAEhAMf@K`CAh@^rBJTJr@FDFLHj@j@jANVPN\l@DP?LC@MQGEs@Ee@UW_@QE]WMUUSSBBHMz@MT,raw/strava/14511853016.json
14516895853,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,RockClimbing,Morning Rock Climb,2025-05-18T10:59:47Z,,4748,4748,0.0,116.7,167.0,True,,raw/strava/14516895853.json
14519888424,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,RockClimbing,Afternoon Rock Climb,2025-05-18T15:12:53Z,,4078,4078,0.0,104.6,145.0,True,,raw/strava/14519888424.json
14521109778,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Workout,Evening Workout,2025-05-18T18:05:09Z,0.051,65,65,52.0,105.0,112.0,True,,raw/strava/14521109778.json
14521109818,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Swim,Un peu de nage au lac du Bourget,2025-05-18T17:43:31Z,0.6515,1297,1297,0.0,120.6,138.0,True,cwtuGq{wb@oBp@q@PxAE~AOXI\Ad@Ih@S,raw/strava/14521109818.json
14531574734,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Run,Sortie EF longue,2025-05-19T19:07:59Z,12.6444,4250,4250,57.0,144.7,158.0,True,g`wrGa`gb@a@q@gA{BqBqDKo@i@eA]iA_@qBMkAOg@k@iAo@u@S[Cs@By@J{@?i@IAWc@E?i@n@MFYz@[^c@Zo@tAQNe@?}Ac@s@K_BgA_@Ke@YGKAQDMV_@@OO{AY_BY_A{@cEIQa@o@WaAo@oB]gBOe@UsA[sAMg@OOUw@]g@YOU@qAVqAW[AUDOEUa@Qw@a@gDQkBGGOBQFm@f@e@o@MGEKR}ADgBImF@uDQ_J?}@DoAb@uHToBh@iC|@mCt@aBTw@Z}ANi@z@kBd@sAL}@JoANeAr@iCHy@DqCe@mDAsAKy@EWgAwCe@{@cAs@g@YiAe@w@Se@CUFqD@i@JqCdA}B`BW\Wp@Yz@MRc@tAe@hC_@vDg@lC[tCUfCOj@_@l@Yv@QfBU`FOn@O\Sz@Ep@_@jCW|AQtBYjB[vAm@dD]tA[n@[^MHm@HWE[SsBkDaA}Ag@kA_AsCs@kEyAiEe@cAe@y@o@y@uAuBiA{Be@m@o@g@sA[uBAi@HwClAq@l@k@r@_AxA]`@w@zA{@fAc@v@y@v@w@Va@?k@Mk@a@U[Sa@Qk@k@mCKYAW@WN_@hA{ARQd@u@t@w@Xe@nEcFj@y@tAuC|DuG|@wAZYNEj@?v@LjAd@z@h@hAjAlBxAXAb@OfHuA|@C`A[X?NHXpARd@\jA^h@HBNOd@{@^U`CCpAH\EVKNSJY^iCHa@LSXCnC`@h@C\e@nAsDh@u@d@c@rAu@xB}@h@Mj@At@@tCE`@FrAb@nBnAZ\P\pAzDHl@BbAFx@XdBDbASbD_@lAYhAK~@KxAId@[bAMVUt@q@~Aa@lBSp@qAxCc@`Bi@bCU|BOtCQ|BEpA?lBLbF@xAC`AJPZO\YnA}Al@[nC{@`@EfADr@OdAe@J?J`@@VUlIFlCAdAEfABpBb@jFb@`DUd@ELFlAGZ?LHv@KZ?J^nBRj@ZlA~@xC^p@JVp@bDd@hBRjAP|ACTYh@?TLNfAb@fAv@pCr@v@FRWRq@V[^WZa@Nk@TWLYTGr@DBLAJ@TSxCD\~@jA`@hAVl@Nd@Fj@Nv@J~@^bA^r@Nt@|CrFj@hA,raw/strava/14531574734.json
14594815814,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Run,Run amsterdamois nocturne,2025-05-25T22:10:30Z,6.0766,2368,2179,32.0,142.0,155.0,True,eeq~Hgga]e@TIHQFONWF{@b@WJKJeBx@{@h@?FHb@?HAPIj@CDIBSWCBBx@^vABXAd@EXCZB`@T|@P|@Jz@B|@Ht@\|B`@bBf@|ALt@TdCDTBf@@hBC`AWvBMp@IVc@l@YVSHYCSBSAa@a@KO_@iA]aC]iFM{@MkAO_AGm@Ou@CAI]SaAo@{DM{A@q@IaAg@{AGAi@Z{Ah@SBc@Tk@L_@j@IAi@iAECK?WJWFOHUb@Gf@?ZFRLLNXj@vAFVJTDVXnE@`@Cj@@PDRJX\`@hAhBPPZ`@Zz@TdANfA@XHlDAx@FtANtAVtAFl@`@~ANlAJn@Fv@LhADdA?|@H~BP|@n@fBJx@Tl@Tv@N`ABj@Ap@Ev@CnBPbBTfA\z@Z|@Rd@`@r@Zr@d@lANr@NjBM[E@@LJNXFF?LGDM|@_AZQbBk@j@MdA_@PMXEZOr@Qv@MHARFLAVO\_@\S|CmAh@g@Z_@p@iAd@aATYj@e@rAeBRM`@_@ZUT[vAqAl@u@HEj@m@r@g@v@y@XSNERMtAe@`@Sf@EZMjB{@r@URQ@ULMFAZSXINKRGRKPG^GJUDq@Iy@eBmFOUCWCAEPCBAAGo@Qm@IOCQDa@GBECM]K@Ia@a@kAKOE?M]KI@UI_@KSOQi@uAqBeGoAiDq@}Bg@uAKOMg@]{@GYEG?EI@OPI@C]Ri@ABQe@Uc@GWWq@Sy@Yu@KUo@wB{BeGg@}AUk@_AmC,raw/strava/14594815814.json
14608132650,8c83ae21-a810-466d-a5c5-95ef9a470c8a,strava,Ride,Morning Ride,2025-05-27T10:16:45Z,5.476100000000001,4250,1217,43.0,135.0,165.0,True,ayxrG_v{a@NwDRcBE_ACeA@eCReFHeFXcD[aIMmFE[?[@KFIpC{Ct@eA`CsCz@u@Jc@|@iGb@}Db@oD?u@Qo@q@qBaAiDMo@_@iAg@mAuB}Gq@_CM_AK_@{@mCI]c@aA_@uAa@yAAWGWYcAE_@@a@Rw@NUhCaBLCJATOFKHc@Bc@Na@Nk@XgB`@iBZi@FWBMM{@T_B`@oBt@sEX_ALaAzBcMv@yEHcALg@Vw@Lo@R}AXgARgADM@_@hAkGJ[rCoPr@sD`CyNxBeL`C{NKk@KMHACABDAB@CM?H@HLLANSH]PkBPa@FIDMFq@VqA~BqNl@{CrBcL,raw/strava/14608132650.json
